video_id,f1_sharpness,f1_brightness,f1_saturation,f2_sharpness,f2_brightness,f2_saturation,f3_sharpness,f3_brightness,f3_saturation,f4_sharpness,f4_brightness,f4_saturation,f5_sharpness,f5_brightness,f5_saturation
VIDEO_7242348894435167514,319.93,96.74,85.61,278.72,98.07,86.99,217.78,102.71,102.3,248.87,127.81,39.25,,,
VIDEO_7242719682128530714,179.15,126.12,75.48,134.52,127.1,77.47,106.61,100.05,79.05,65.07,134.07,66.52,50.12,119.18,40.35
VIDEO_7244550731141844251,308.2,129.46,67.35,309.83,130.85,61.93,,,,,,,,,
VIDEO_7244559099352976666,182.1,52.61,198.51,615.44,144.08,86.49,0.0,1.0,255.0,37.01,138.23,119.0,82.61,162.81,62.58
VIDEO_7245182525016935707,179.09,70.73,98.25,159.95,109.92,112.87,134.39,112.76,125.05,134.78,105.49,159.97,220.61,116.34,91.9
VIDEO_7245239505911893274,58.0,106.71,145.14,59.02,106.61,146.2,,,,,,,,,
VIDEO_7245283945619655963,0.34,16.11,79.52,3.08,45.38,98.29,39.87,92.77,127.13,13.57,137.2,117.96,35.68,109.83,131.33
VIDEO_7245708272181759258,32.63,128.89,58.71,26.93,122.75,73.78,,,,,,,,,
VIDEO_7246301041979886875,1138.38,93.68,5.88,1078.72,136.15,76.3,301.25,153.77,5.23,719.28,145.55,91.94,456.43,152.59,9.42
VIDEO_7246343164108295450,245.45,97.65,102.66,1012.29,104.0,92.65,243.4,109.71,122.49,226.49,107.44,97.8,361.29,97.23,117.57
VIDEO_7246672390841715995,417.98,116.58,65.73,494.16,118.96,67.59,487.71,125.22,69.56,557.5,126.07,80.37,,,
VIDEO_7246768104922008858,182.71,132.02,47.23,146.6,126.12,53.0,,,,,,,,,
VIDEO_7246805127942737178,206.45,113.38,116.0,226.96,108.25,124.28,296.74,124.81,67.18,263.07,120.62,74.02,,,
VIDEO_7246825881904139546,175.89,124.82,81.05,21.98,120.27,93.61,72.49,128.18,94.39,33.71,87.87,123.76,35.58,134.24,91.43
VIDEO_7248301740670323995,29.91,71.98,45.0,18.32,106.93,35.17,18.07,107.26,34.31,34.34,99.17,76.16,27.0,129.55,54.37
VIDEO_7249004039688572186,1183.08,137.51,83.48,1021.54,137.23,81.64,,,,,,,,,
VIDEO_7249312172956732698,133.65,113.38,48.91,134.16,112.85,48.46,240.23,157.73,31.15,133.94,135.86,74.35,,,
VIDEO_7249677053153283354,209.33,121.68,44.22,152.87,122.57,34.13,36.36,121.29,67.61,121.58,122.51,56.54,77.01,131.2,36.16
VIDEO_7249813717225950490,114.91,100.51,107.86,122.58,117.58,97.81,176.75,104.07,106.29,86.14,121.19,113.82,,,
VIDEO_7250141865645788443,22.7,146.62,64.27,78.58,133.89,68.04,30.33,131.32,86.22,63.97,148.37,62.04,54.17,160.69,58.6
VIDEO_7250555651993160987,754.7,106.58,132.4,571.99,111.76,124.99,505.8,116.93,123.55,172.43,104.77,88.06,522.4,97.33,89.83
VIDEO_7250832194392886554,356.04,98.7,71.76,223.32,94.5,83.66,409.84,102.42,64.47,498.23,114.37,47.17,1065.56,120.57,72.79
VIDEO_7251996103178997018,342.62,114.85,133.43,316.46,115.47,132.4,155.2,129.7,69.09,144.56,119.7,85.3,166.47,121.42,112.46
VIDEO_7252271385467161882,139.15,83.16,92.02,130.28,77.82,82.13,304.18,70.43,113.2,80.12,93.16,116.63,191.82,94.18,75.74
VIDEO_7252274964206832923,36.9,136.31,51.42,58.72,124.97,37.07,275.3,115.74,67.52,689.11,123.73,51.04,325.9,127.2,21.88
VIDEO_7252374564108274970,89.02,114.0,124.2,114.34,130.23,109.72,517.33,115.23,117.74,,,,,,
VIDEO_7252685251112176922,97.7,103.56,76.31,94.95,113.82,53.53,95.01,113.73,53.89,82.08,152.52,29.32,95.35,145.56,53.51
VIDEO_7253058884762537242,137.01,114.27,107.03,243.15,114.83,105.79,265.34,123.58,87.84,154.6,113.75,71.71,169.97,137.95,69.71
VIDEO_7253425216984976667,330.07,131.04,38.33,402.41,129.8,41.32,,,,,,,,,
VIDEO_7254561581449612571,130.69,100.83,62.9,124.84,97.12,65.76,,,,,,,,,
VIDEO_7254588789559938330,513.54,129.93,65.67,559.33,131.33,66.45,19.76,117.97,44.55,71.3,147.55,53.41,21.62,118.92,43.8
VIDEO_7254929536557567259,566.29,114.55,112.89,553.78,116.14,112.62,,,,,,,,,
VIDEO_7255302948413099290,495.04,108.24,84.67,384.39,107.6,81.19,338.84,109.75,75.9,450.36,105.31,106.06,71.22,102.56,61.46
VIDEO_7255981234374069530,477.95,102.74,138.49,394.7,111.0,129.88,406.94,124.07,123.46,189.95,115.3,123.25,,,
VIDEO_7256066819247623450,254.77,125.22,115.6,224.85,125.78,118.38,267.34,125.59,119.27,407.24,138.77,90.46,419.1,150.5,77.28
VIDEO_7256464845132827931,248.7,104.0,110.09,228.98,107.85,108.01,157.84,87.2,74.09,205.72,113.26,94.29,260.89,107.24,56.4
VIDEO_7257040734174465307,168.41,108.9,30.97,163.73,110.56,35.59,,,,,,,,,
VIDEO_7257181704241024282,392.21,123.8,84.57,366.25,123.72,84.74,123.32,137.32,112.75,165.09,122.87,87.41,162.21,122.5,69.88
VIDEO_7257874855037586714,49.72,86.88,50.34,62.39,86.56,50.54,127.29,90.75,80.7,77.91,120.85,74.15,48.07,104.7,59.67
VIDEO_7258676118033599771,225.37,96.96,172.74,327.22,90.59,161.76,,,,,,,,,
VIDEO_7259047429796908315,217.69,137.01,86.69,178.13,139.58,84.4,173.06,137.3,73.47,136.81,121.81,105.07,,,
VIDEO_7259307845332602139,2274.69,123.48,95.31,2148.21,122.44,93.36,1204.62,128.15,113.31,429.25,152.76,119.82,13.61,122.67,52.39
VIDEO_7259455690996075803,51.34,154.02,57.61,45.75,153.04,52.19,45.69,153.56,52.12,63.43,120.14,87.07,846.12,111.33,113.64
VIDEO_7259698322791795995,358.51,108.72,62.14,242.91,106.67,38.01,421.72,104.66,38.81,1396.05,115.17,49.7,483.22,109.27,33.63
VIDEO_7260104911830945051,587.04,131.02,49.9,658.79,130.66,64.46,712.76,124.73,104.77,470.19,119.56,73.19,1483.01,115.55,91.74
VIDEO_7260420548553887002,49.27,176.22,46.17,52.11,172.37,49.58,44.69,179.37,44.75,2.39,156.35,116.78,,,
VIDEO_7260814503728696602,408.06,128.69,59.09,209.88,124.39,65.23,119.6,128.79,48.66,335.52,120.05,60.22,35.87,145.45,51.19
VIDEO_7261499359819336986,66.49,64.51,232.48,70.46,66.64,235.53,,,,,,,,,
VIDEO_7261562285791956251,190.36,131.96,73.18,206.37,134.14,72.0,196.72,129.74,70.83,175.94,120.58,88.38,520.99,124.89,56.39
VIDEO_7261564389075995930,382.68,131.11,61.78,371.65,128.03,64.41,335.93,123.05,65.19,429.46,95.0,75.21,254.69,118.19,77.45
VIDEO_7261565962875358491,230.38,136.53,94.42,210.79,144.52,84.3,,,,,,,,,
VIDEO_7261658279900744987,597.4,115.43,108.51,533.69,120.98,101.94,,,,,,,,,
VIDEO_7261958198775532832,109.15,120.96,99.6,91.26,109.78,112.24,114.6,131.7,103.87,59.41,135.74,95.2,32.57,135.25,105.34
VIDEO_7261965250864467232,364.08,113.8,144.71,472.6,114.94,140.63,,,,,,,,,
VIDEO_7261996739446590753,1698.15,134.51,109.97,184.16,125.44,163.01,147.95,142.02,103.61,361.16,145.22,50.41,,,
VIDEO_7262001980095106337,181.75,132.16,96.35,78.51,131.7,97.36,,,,,,,,,
VIDEO_7262342975752113441,166.33,87.47,118.48,176.48,99.67,129.67,,,,,,,,,
VIDEO_7262363967157226785,1175.08,134.02,77.64,1719.91,133.05,78.92,,,,,,,,,
VIDEO_7262465807949647136,38.19,137.38,123.71,38.63,137.54,123.5,39.54,138.21,123.54,266.99,107.24,79.99,,,
VIDEO_7262720109133794592,64.02,118.52,140.92,61.89,119.58,136.49,,,,,,,,,
VIDEO_7262728753778822433,266.01,120.14,99.47,270.07,124.72,101.66,137.47,124.4,113.53,397.25,136.64,82.78,,,
VIDEO_7262807521008635168,322.6,116.83,111.34,258.68,115.41,112.24,,,,,,,,,
VIDEO_7263460179461688609,1922.42,108.15,109.88,1600.75,107.32,111.48,,,,,,,,,
VIDEO_7263464155540147489,127.98,99.66,103.2,117.25,102.11,101.36,,,,,,,,,
VIDEO_7263733416292617505,1216.63,123.56,99.5,966.99,121.7,99.88,,,,,,,,,
VIDEO_7264173669612670240,138.23,111.4,120.52,129.09,86.56,126.65,114.8,110.19,98.88,124.33,85.56,133.01,109.23,74.57,143.04
VIDEO_7264519435086466336,252.81,141.54,85.13,397.68,137.91,93.24,,,,,,,,,
VIDEO_7264884699636469025,458.33,129.47,90.1,388.4,125.84,107.75,,,,,,,,,
VIDEO_7264958192017362208,237.88,105.96,147.43,246.24,103.77,147.42,154.61,113.69,124.96,56.31,118.71,108.24,34.44,122.3,142.53
VIDEO_7265242959048723745,657.8,108.21,108.44,659.01,108.79,108.72,,,,,,,,,
VIDEO_7265326628274752801,48.34,142.43,71.99,57.1,136.96,69.11,6.89,174.68,57.5,37.62,135.54,32.05,,,
VIDEO_7265677943228075296,239.31,115.17,170.28,273.16,128.92,139.25,,,,,,,,,
VIDEO_7267229404584037638,621.55,68.43,72.03,1346.39,69.91,53.89,1238.78,73.59,62.29,,,,,,
VIDEO_7267879991004761376,654.16,113.11,90.66,1140.7,128.79,84.06,,,,,,,,,
VIDEO_7269755991049260320,179.55,145.83,73.65,179.81,145.07,69.26,,,,,,,,,
VIDEO_7269759073967525153,456.81,101.32,128.91,406.53,101.62,128.48,,,,,,,,,
VIDEO_7270111755886415137,2.75,129.92,82.19,2.79,130.53,81.94,,,,,,,,,
VIDEO_7270778269899722016,100.91,96.55,119.99,29.38,83.47,118.09,14.99,92.31,102.44,3.51,107.41,102.91,114.78,140.88,87.62
VIDEO_7270891504346942753,570.54,119.72,59.66,574.27,117.6,70.46,,,,,,,,,
VIDEO_7271545826923531552,140.91,129.96,106.78,144.36,128.85,105.87,,,,,,,,,
VIDEO_7271935381937884448,201.93,133.52,116.83,286.96,121.99,113.12,10.29,131.55,124.55,893.24,139.6,119.04,,,
VIDEO_7272402191233584417,313.34,142.55,48.67,282.56,139.9,51.51,,,,,,,,,
VIDEO_7272755309658098976,949.52,69.28,74.47,906.05,69.15,74.34,137.78,51.73,83.93,169.6,133.07,130.52,391.72,94.34,97.25
VIDEO_7273016085954317600,37.07,113.97,88.06,36.28,109.74,94.6,1611.82,117.59,70.48,781.91,106.69,72.63,259.44,122.44,77.28
VIDEO_7274647533002034465,79.37,94.27,61.84,10.13,104.3,44.8,160.06,106.85,50.57,176.07,122.38,82.57,17.51,84.21,81.29
VIDEO_7274897399045246241,18.92,123.58,99.06,37.22,105.48,107.91,39.48,135.8,73.97,51.88,142.46,73.86,44.34,126.14,69.21
VIDEO_7275592243086478624,1.48,125.18,64.13,3.49,120.89,57.09,49.12,112.01,100.64,12.08,47.49,98.02,111.66,100.75,99.98
VIDEO_7276041559500475680,100.91,96.55,119.99,29.38,83.47,118.09,14.99,92.31,102.44,3.51,107.41,102.91,114.78,140.88,87.62
VIDEO_7277097435090930977,2.96,146.96,84.05,3.44,146.26,85.92,,,,,,,,,
VIDEO_7277906809787059489,180.3,126.67,163.12,202.84,124.94,163.51,,,,,,,,,
VIDEO_7277939332831251744,495.71,95.9,104.93,323.22,95.85,107.49,,,,,,,,,
VIDEO_7278716528839626016,332.56,129.14,82.74,161.18,131.23,74.14,,,,,,,,,
VIDEO_7278768931857354016,2027.21,95.52,138.82,502.88,144.5,113.63,1936.41,110.96,139.74,650.82,143.69,120.44,1288.24,120.81,118.62
VIDEO_7279032970286009632,56.58,1.38,0.0,143.04,2.76,0.0,72.69,56.2,193.14,34.1,104.91,137.67,22.0,94.68,147.22
VIDEO_7279078872455384352,63.94,185.93,14.2,4.61,126.8,50.28,4.59,125.92,54.63,51.5,173.09,14.61,5.65,149.32,41.3
VIDEO_7280108212878200096,39.59,125.93,40.91,69.4,122.88,41.48,,,,,,,,,
VIDEO_7280571511138782496,267.12,137.05,72.79,254.06,111.63,154.1,300.06,128.79,81.36,319.41,115.36,101.15,265.71,142.02,86.58
VIDEO_7280925746183408928,146.92,132.8,116.83,72.66,129.95,97.11,206.13,142.98,91.99,182.41,116.44,118.9,64.31,111.12,126.42
VIDEO_7281279828307856673,703.83,119.17,51.81,679.49,119.51,51.8,,,,,,,,,
VIDEO_7281651537124871456,762.99,111.58,115.18,702.49,109.06,115.43,958.45,114.4,119.21,844.17,113.75,125.6,,,
VIDEO_7282663509505133856,414.5,161.66,48.81,360.07,161.71,48.88,,,,,,,,,
VIDEO_7282668264617004321,487.85,112.58,132.85,549.25,118.77,114.36,112.72,140.33,105.39,449.47,136.09,80.32,537.72,130.97,71.73
VIDEO_7283105183352016160,20.0,163.2,24.47,17.85,158.04,21.45,,,,,,,,,
VIDEO_7283139399582240032,470.5,110.25,69.8,461.92,110.87,69.3,,,,,,,,,
VIDEO_7283524894585883936,432.17,117.95,137.52,447.01,120.49,136.51,478.56,115.07,130.48,,,,,,
VIDEO_7284876929713442080,78.21,90.26,122.19,42.02,91.39,126.26,,,,,,,,,
VIDEO_7285256841158790433,255.1,140.8,94.38,322.59,114.43,80.97,,,,,,,,,
VIDEO_7285669773030001953,334.67,123.16,87.56,247.33,123.02,89.19,,,,,,,,,
VIDEO_7285720218360368417,429.65,99.16,77.75,426.51,100.73,74.39,608.71,94.5,57.02,732.18,89.49,106.94,629.53,92.04,100.71
VIDEO_7286486663910542625,342.73,137.42,129.1,360.69,144.8,133.01,227.11,141.39,133.94,283.75,170.26,55.5,172.54,175.61,66.52
VIDEO_7286488221893020960,129.25,67.03,45.89,129.32,64.7,44.78,,,,,,,,,
VIDEO_7286830586478578976,50.88,112.93,121.6,44.21,195.03,45.11,46.06,146.87,89.61,55.48,76.32,90.95,47.27,137.29,73.67
VIDEO_7286863155026808096,2064.22,146.48,86.81,2060.99,142.74,90.12,271.17,204.8,13.49,512.96,219.93,16.49,313.43,148.41,71.04
VIDEO_7287983702959869217,459.06,126.1,163.28,603.84,103.9,183.17,,,,,,,,,
VIDEO_7287986771483282720,467.1,125.76,120.22,509.77,132.34,117.97,,,,,,,,,
VIDEO_7288261263757446433,149.72,114.97,119.95,130.17,136.95,89.85,,,,,,,,,
VIDEO_7288326750243704096,235.22,123.8,113.43,199.49,124.05,131.06,,,,,,,,,
VIDEO_7288720379772800288,889.15,148.6,70.08,1111.52,151.84,66.97,,,,,,,,,
VIDEO_7289092371030002977,2983.91,154.68,60.55,3162.18,159.72,44.65,,,,,,,,,
VIDEO_7289115441602088225,1007.16,166.92,50.75,986.33,113.94,148.88,996.74,112.78,151.21,64.82,188.79,42.37,165.84,134.08,50.74
VIDEO_7289368885390806304,75.87,83.12,96.53,76.79,65.15,78.11,81.03,68.6,72.83,84.44,145.31,117.21,79.09,120.9,155.59
VIDEO_7289470545270279456,295.15,108.53,132.93,259.08,110.17,134.65,,,,,,,,,
VIDEO_7289785625367153952,134.18,92.19,173.56,122.97,77.65,182.96,123.98,67.85,191.28,115.11,42.46,178.35,126.65,78.56,207.44
VIDEO_7290457107726339360,67.59,95.27,102.73,59.33,77.12,104.81,65.89,139.84,78.93,,,,,,
VIDEO_7290823677195603233,341.42,111.84,96.17,340.8,107.72,98.34,,,,,,,,,
VIDEO_7290947930108857633,632.29,142.3,65.85,627.68,141.12,67.56,133.99,122.88,81.81,,,,,,
VIDEO_7290955653349133600,338.6,114.35,156.68,336.28,98.79,117.33,319.93,98.3,146.66,325.75,98.94,151.99,332.34,106.85,121.33
VIDEO_7291228337123511585,94.91,94.83,120.04,93.45,94.58,120.84,62.87,103.02,61.64,73.36,131.35,47.25,175.64,33.92,29.56
VIDEO_7291237498506743072,112.79,116.15,124.99,121.25,116.4,124.86,,,,,,,,,
VIDEO_7291300657355689249,568.85,156.93,66.36,569.11,154.63,70.04,,,,,,,,,
VIDEO_7291678102948810016,754.28,148.29,64.23,747.94,145.8,65.51,920.91,144.68,60.19,559.02,136.5,96.29,633.67,153.55,18.14
VIDEO_7292048482456587553,129.76,97.86,59.3,96.92,19.25,113.74,101.49,45.2,123.37,96.51,27.88,139.91,168.41,132.06,49.46
VIDEO_7293173989143366945,1002.68,127.92,48.98,981.91,128.43,48.45,930.41,127.71,49.71,129.11,165.73,68.17,347.83,136.88,45.78
VIDEO_7293176268361665824,442.22,50.7,62.2,446.09,53.23,63.08,561.95,53.16,57.83,450.1,51.02,61.07,643.47,68.66,23.4
VIDEO_7293541624359996704,657.57,147.04,26.94,522.66,156.04,25.56,,,,,,,,,
VIDEO_7293822418068442400,10.93,100.87,205.44,8.35,119.84,192.75,10.82,133.53,165.38,8.1,85.05,123.6,17.73,65.63,120.3
VIDEO_7294149539781463328,116.57,99.87,137.07,116.44,103.52,128.77,,,,,,,,,
VIDEO_7294200756586958113,171.31,108.58,134.74,326.51,111.95,129.08,,,,,,,,,
VIDEO_7294284376454532384,107.61,152.12,113.48,104.73,150.95,112.18,335.47,103.24,105.79,22.92,136.19,91.73,148.43,7.95,0.26
VIDEO_7294659855434911008,674.03,129.39,19.52,567.01,133.02,15.58,169.42,124.49,21.36,471.32,136.97,17.36,397.87,128.71,14.64
VIDEO_7294901504752782625,212.53,127.21,79.51,214.82,126.81,79.62,215.99,93.22,85.53,160.3,3.18,3.24,,,
VIDEO_7295785443528920352,452.69,144.73,126.21,435.02,146.17,124.36,427.63,146.13,119.09,156.36,105.51,154.06,,,
VIDEO_7296075013734616353,613.72,108.94,79.91,538.53,116.03,70.96,539.81,87.24,81.12,0.0,0.0,0.0,,,
VIDEO_7296115605927644449,252.16,119.0,18.46,255.04,122.07,17.64,257.23,119.27,17.34,210.63,147.98,22.82,,,
VIDEO_7296124478130572577,1021.72,130.38,58.57,625.16,120.09,54.92,673.39,121.1,52.93,823.29,141.53,67.47,640.6,154.56,54.96
VIDEO_7296154996683410720,620.56,136.56,94.41,526.54,151.56,77.46,1123.94,123.04,29.21,503.48,173.1,53.89,443.59,147.45,106.03
VIDEO_7296417264591441185,652.47,157.12,48.46,655.97,156.94,48.5,,,,,,,,,
VIDEO_7296501143700606241,143.69,131.06,74.39,136.81,136.19,73.56,,,,,,,,,
VIDEO_7296855348714016033,476.72,117.81,115.41,512.77,115.23,117.22,185.24,143.26,43.11,565.71,107.91,124.4,196.53,115.43,76.13
VIDEO_7296889866002910497,234.92,153.74,25.39,184.84,149.51,22.06,,,,,,,,,
VIDEO_7297134358689860896,246.55,147.83,54.61,228.98,149.34,54.69,,,,,,,,,
VIDEO_7297157611294706976,211.55,140.85,55.28,195.05,140.92,55.5,,,,,,,,,
VIDEO_7297177472615861536,307.07,150.06,40.14,337.5,150.22,40.45,277.71,151.27,21.97,211.06,147.43,38.84,,,
VIDEO_7297205575501270304,109.46,165.18,48.56,93.1,165.74,50.11,86.09,162.82,53.06,164.18,123.82,101.97,60.24,164.62,45.14
VIDEO_7297256040544931105,14.28,190.98,35.72,2.75,190.44,35.29,,,,,,,,,
VIDEO_7297529063785123104,504.05,165.05,55.16,513.93,164.81,54.25,,,,,,,,,
VIDEO_7298264093100674336,1.08,0.51,0.0,11.19,0.93,0.0,21.23,0.96,0.0,1.42,39.76,25.62,,,
VIDEO_7298393830204640545,917.84,168.01,77.26,922.79,164.74,76.7,,,,,,,,,
VIDEO_7298756408994991393,241.55,144.09,50.03,244.43,144.48,51.14,181.73,136.63,70.29,25.65,172.87,37.21,257.46,136.21,85.72
VIDEO_7299062448965946657,512.07,109.05,90.5,752.76,117.11,112.03,454.25,112.85,119.43,,,,,,
VIDEO_7299132149167361312,344.38,154.6,60.34,99.53,154.43,62.85,,,,,,,,,
VIDEO_7299732621825690912,267.93,100.86,73.26,269.36,106.23,68.63,,,,,,,,,
VIDEO_7299777182828645664,46.06,136.04,65.22,46.32,135.84,65.44,,,,,,,,,
VIDEO_7300112308179701025,15.27,98.93,84.54,17.46,102.44,73.99,2.68,147.23,52.87,,,,,,
VIDEO_7300495910595808545,208.1,179.59,25.23,209.55,179.17,25.62,,,,,,,,,
VIDEO_7300846195444927776,127.14,162.15,42.78,125.57,158.51,47.02,,,,,,,,,
VIDEO_7300927450463194400,185.24,133.13,83.63,183.47,130.58,85.78,426.19,167.86,84.21,72.63,178.45,60.55,,,
VIDEO_7301229129314159904,106.49,45.79,49.44,105.02,27.59,112.76,108.0,62.86,57.57,104.77,1.29,26.94,,,
VIDEO_7301350531325365537,78.57,194.86,11.91,80.13,193.66,13.09,,,,,,,,,
VIDEO_7302041138670619936,264.21,86.0,91.31,257.03,100.24,82.45,250.37,89.82,78.32,261.33,140.22,51.59,,,
VIDEO_7302346370701118752,573.46,156.57,38.92,565.95,153.99,37.59,504.83,145.54,52.49,,,,,,
VIDEO_7302352085796916513,32.35,125.03,61.18,30.78,124.68,60.6,,,,,,,,,
VIDEO_7302473271067397409,465.25,151.96,49.77,194.87,158.0,69.11,227.65,134.74,67.56,,,,,,
VIDEO_7302809103150206241,188.42,159.02,36.17,149.44,164.24,31.74,,,,,,,,,
VIDEO_7303174310259166497,1791.88,134.93,51.98,1299.77,135.87,53.56,,,,,,,,,
VIDEO_7303586993965960480,396.61,133.27,73.64,294.32,132.89,71.16,,,,,,,,,
VIDEO_7303884823578397984,18.54,116.34,103.96,24.33,159.05,88.12,22.81,102.08,113.12,31.82,90.56,96.66,58.61,99.96,106.43
VIDEO_7303968237966904609,184.69,161.88,10.84,216.32,161.54,10.54,5.73,155.84,34.52,1001.32,136.32,66.67,,,
VIDEO_7304272406548319520,48.64,142.76,58.87,100.39,122.94,79.9,78.32,151.82,45.45,236.34,146.19,44.84,45.13,138.07,64.26
VIDEO_7304326742255209761,410.67,124.86,115.65,358.99,134.47,117.89,198.93,134.01,114.25,114.34,152.01,91.64,58.72,164.14,56.36
VIDEO_7304376408191683872,423.22,69.12,110.59,430.91,78.15,117.59,,,,,,,,,
VIDEO_7304665669872782625,335.56,138.31,66.41,300.11,131.57,70.51,,,,,,,,,
VIDEO_7304693853758491936,1484.14,110.77,102.17,1063.22,111.99,111.04,983.05,111.99,118.16,148.2,130.11,110.91,,,
VIDEO_7305093445926915361,163.48,140.99,51.01,117.46,130.13,112.3,53.87,185.9,32.15,445.05,134.98,93.11,,,
VIDEO_7305425778076880161,47.82,120.62,138.03,48.57,120.16,138.08,50.94,117.2,141.44,81.53,112.16,135.16,56.83,133.8,113.66
VIDEO_7305435593499086112,1313.23,133.76,103.59,1302.52,133.02,104.33,,,,,,,,,
VIDEO_7305781724238105889,77.16,125.59,68.75,105.22,101.22,113.83,130.69,105.89,117.35,164.31,102.98,93.3,295.32,132.46,72.33
VIDEO_7306457226254781729,532.38,143.83,14.24,427.3,143.9,16.35,,,,,,,,,
VIDEO_7306460792310877472,5.75,143.27,50.37,22.2,112.32,51.44,22.43,113.27,52.89,55.53,101.14,64.3,5.96,113.16,80.59
VIDEO_7306559173217488160,293.07,121.43,71.08,288.4,120.16,70.92,326.46,120.67,72.12,133.22,138.64,38.28,367.41,141.8,54.29
VIDEO_7306585450305555745,11.93,140.42,33.31,1438.83,111.05,116.26,865.97,132.0,45.65,932.58,119.99,95.18,57.12,142.2,75.09
VIDEO_7306870694137187616,125.8,171.95,52.48,135.23,169.32,52.92,,,,,,,,,
VIDEO_7307282681899896096,438.34,166.27,25.58,422.85,166.13,25.74,152.72,184.85,20.21,41.42,186.61,18.14,,,
VIDEO_7307595143559859488,247.67,193.36,18.09,383.74,187.38,24.49,,,,,,,,,
VIDEO_7307663369090207009,14.54,109.28,141.53,14.5,109.79,141.35,,,,,,,,,
VIDEO_7307971449870994720,610.25,143.93,53.16,538.82,144.09,53.61,32.48,158.61,61.44,,,,,,
VIDEO_7308389510113512737,173.68,51.51,212.05,144.77,58.02,202.57,237.19,84.77,139.59,152.63,69.88,176.7,135.05,51.09,213.72
VIDEO_7308758430318071072,272.39,114.55,21.4,378.26,167.14,11.2,298.07,114.95,16.31,182.36,16.58,17.91,,,
VIDEO_7309091598472727840,912.42,117.37,98.48,210.25,113.73,99.89,363.36,139.62,49.42,224.55,151.72,52.01,147.84,121.34,79.43
VIDEO_7309107806202842400,208.18,142.98,20.53,220.26,143.0,20.69,,,,,,,,,
VIDEO_7309113734360780064,19.99,138.03,36.12,35.35,139.09,35.79,,,,,,,,,
VIDEO_7309133635578236192,280.29,159.41,54.98,256.29,161.62,53.45,51.59,137.62,82.39,199.06,145.99,30.73,217.7,122.73,58.42
VIDEO_7309427596553489696,277.31,71.46,38.28,268.53,66.02,48.04,,,,,,,,,
VIDEO_7309783088618409248,133.16,144.14,54.67,128.34,144.09,54.59,,,,,,,,,
VIDEO_7309856299632676129,359.69,124.62,66.58,364.66,123.84,67.8,,,,,,,,,
VIDEO_7310258308969991457,598.5,120.64,74.72,218.0,131.04,72.6,363.28,106.55,80.93,391.1,132.99,88.15,289.22,139.31,78.6
VIDEO_7310606511775026464,29.98,113.38,51.14,31.03,110.11,52.3,,,,,,,,,
VIDEO_7310626433129270560,509.8,122.61,61.49,150.38,123.18,72.4,84.3,129.42,63.08,99.59,154.87,50.29,242.1,134.26,82.65
VIDEO_7311263969220644129,540.9,141.03,73.17,540.97,141.92,70.44,540.43,142.17,67.59,218.63,113.49,98.61,403.07,162.12,35.45
VIDEO_7311663059695570208,214.79,122.04,115.67,211.85,123.08,117.76,,,,,,,,,
VIDEO_7311689753676533024,893.76,181.46,34.04,944.85,180.7,34.51,959.74,179.13,46.54,1273.45,178.57,42.97,930.56,177.97,47.87
VIDEO_7312076882822909217,155.86,104.38,82.82,142.37,104.0,83.56,114.58,105.66,83.84,316.5,111.6,136.73,,,
VIDEO_7312484712440745249,1060.88,135.44,58.83,952.41,138.96,124.61,537.14,164.37,57.44,435.16,141.97,57.46,691.58,207.78,23.33
VIDEO_7312523032025730337,88.01,115.83,93.38,19.2,178.11,75.12,40.68,188.05,24.32,45.51,126.89,80.41,27.67,148.59,43.79
VIDEO_7312547480120380705,204.82,168.16,46.05,204.66,165.87,48.63,,,,,,,,,
VIDEO_7312851563037330721,1089.37,121.68,96.21,1076.08,123.83,95.08,,,,,,,,,
VIDEO_7314256868556213537,329.58,167.61,4.28,327.62,165.06,4.36,,,,,,,,,
VIDEO_7314335987033738528,172.0,118.5,110.68,179.23,118.16,107.04,,,,,,,,,
VIDEO_7315068001533840672,548.01,128.35,98.88,518.79,162.32,77.33,221.19,143.27,27.4,323.78,111.91,75.9,308.13,89.39,75.94
VIDEO_7315822267781467424,257.14,40.41,87.46,296.41,41.25,86.71,,,,,,,,,
VIDEO_7315824288173493536,419.33,126.0,93.0,205.04,117.8,102.09,,,,,,,,,
VIDEO_7316159323728661792,95.84,160.05,47.96,85.03,161.47,48.34,,,,,,,,,
VIDEO_7316431760194096416,22.72,108.53,102.41,22.37,146.05,107.54,4.61,150.11,118.71,16.09,156.65,100.63,15.44,145.83,103.52
VIDEO_7316470398261021985,1786.65,128.02,87.18,1729.07,126.93,92.82,,,,,,,,,
VIDEO_7316851921288006944,159.95,125.31,129.46,154.56,124.37,127.67,265.39,95.19,109.13,697.84,104.87,147.91,174.23,105.13,120.8
VIDEO_7317290713673190688,541.59,142.71,89.43,264.57,132.64,104.49,32.06,117.34,126.38,216.71,107.89,92.43,68.08,206.68,10.36
VIDEO_7317307650499251488,70.96,126.39,89.81,55.41,124.19,90.52,90.59,123.1,73.23,18.27,137.57,60.55,120.18,162.75,66.96
VIDEO_7317653042533305633,13.05,162.15,34.72,18.38,149.47,44.74,17.28,157.97,13.02,57.95,153.35,17.54,13.25,149.76,39.33
VIDEO_7317664309432077600,303.54,121.67,79.91,325.81,121.22,75.03,,,,,,,,,
