,video_id,R1,G1,B1,W1,R2,G2,B2,W2,R3,G3,B3,W3
698,VIDEO_7164769032430767365,211,223,235,0.4376785714285714,61,72,79,0.25442857142857145,131,159,179,0.30789285714285713
699,VIDEO_7163552631053503749,161,117,194,0.3194642857142857,28,38,87,0.22977678571428573,85,76,146,0.4507589285714286
700,VIDEO_7162174902865251589,54,52,53,0.3790357142857143,219,227,234,0.37242857142857144,139,141,145,0.24853571428571428
701,VIDEO_7155814731897376006,137,128,112,0.334234693877551,200,207,206,0.2798469387755102,65,49,43,0.3859183673469388
702,VIDEO_7146479472022277381,43,53,74,0.3935416666666667,78,111,144,0.4104761904761905,172,194,205,0.19598214285714285
703,VIDEO_7145813168818900229,156,183,219,0.21494047619047618,67,71,56,0.3933333333333333,130,142,107,0.39172619047619045
704,VIDEO_7130620750842678533,180,192,211,0.31974489795918365,60,74,94,0.2713520408163265,95,130,166,0.40890306122448977
705,VIDEO_7088705916027063557,153,154,168,0.23574404761904763,215,214,221,0.7013988095238095,58,52,64,0.06285714285714286
706,VIDEO_7087822626005060870,125,117,119,0.2604761904761905,229,208,188,0.5383630952380952,26,27,29,0.20116071428571428
707,VIDEO_7084890005491010821,159,168,189,0.725,61,87,124,0.2454761904761905,187,24,21,0.029523809523809525
708,VIDEO_7081140277083213062,205,203,210,0.5716517857142858,112,119,144,0.3595089285714286,63,58,59,0.06883928571428571
709,VIDEO_7079069070078889221,23,44,78,0.2696875,200,198,200,0.5284375,69,99,140,0.201875
710,VIDEO_7077597820538146053,133,148,172,0.39595238095238094,79,70,92,0.21523809523809523,201,205,214,0.3888095238095238
711,VIDEO_7076423248698690822,86,102,131,0.26271428571428573,189,185,187,0.4303571428571429,41,38,51,0.30692857142857144
712,VIDEO_7075788593930816773,189,197,201,0.047723214285714285,71,129,178,0.5925,40,88,138,0.35977678571428573
713,VIDEO_7073510812542913798,89,117,144,0.24511904761904763,160,166,169,0.4270833333333333,38,63,92,0.32779761904761906
714,VIDEO_7073157554024566021,80,101,139,0.2181377551020408,188,194,207,0.5194642857142857,38,72,120,0.2623979591836735
715,VIDEO_7071521897082621189,225,225,227,0.4871785714285714,73,79,108,0.09567857142857143,137,148,176,0.41714285714285715
716,VIDEO_7070550742880292101,33,34,43,0.2275,198,195,196,0.5275595238095238,105,107,120,0.24494047619047618
717,VIDEO_7067217215925275910,135,143,155,0.4293877551020408,218,217,216,0.32066326530612244,74,85,103,0.24994897959183673
718,VIDEO_7064489288125189382,136,153,184,0.3671875,32,36,54,0.023392857142857142,159,172,195,0.6094196428571429
719,VIDEO_7063459529668742406,116,116,131,0.31285714285714283,194,192,200,0.5785714285714286,26,27,41,0.10857142857142857
720,VIDEO_7062023531764256006,39,44,59,0.21095238095238095,214,213,213,0.476875,121,129,143,0.31217261904761906
721,VIDEO_7061519229182315781,140,136,157,0.5579017857142857,67,55,54,0.23473214285714286,187,195,210,0.20736607142857144
722,VIDEO_7060887870688529670,229,227,230,0.5996071428571429,142,148,160,0.34625,52,52,57,0.054142857142857145
723,VIDEO_7059414649581604102,215,210,217,0.8054017857142857,100,25,37,0.037723214285714284,127,142,169,0.156875
724,VIDEO_7057560274424958214,217,217,217,0.5264642857142857,39,74,122,0.39467857142857143,174,176,185,0.07885714285714286
725,VIDEO_7055714634526969093,220,219,219,0.58875,105,62,60,0.15892857142857142,149,162,187,0.2523214285714286
726,VIDEO_7055321327174946054,39,43,51,0.3286904761904762,159,162,175,0.43952380952380954,199,201,212,0.2317857142857143
727,VIDEO_7054948838716493061,224,229,236,0.3601530612244898,66,60,69,0.14436224489795918,156,169,189,0.495484693877551
728,VIDEO_7053545705868152069,154,133,132,0.4855952380952381,88,72,69,0.34041666666666665,223,210,205,0.17398809523809525
729,VIDEO_7052727837165505797,234,236,237,0.15989285714285714,124,131,142,0.31575,182,187,191,0.5243571428571429
730,VIDEO_7045558641969073414,163,164,181,0.4002678571428571,73,74,97,0.19833333333333333,227,223,229,0.4013988095238095
731,VIDEO_7039259712038112518,74,82,104,0.16599489795918368,211,213,223,0.5395408163265306,161,172,191,0.29446428571428573
732,VIDEO_7038189746484563205,191,196,206,0.3943452380952381,1,1,1,0.2844940476190476,109,126,148,0.3211607142857143
733,VIDEO_7019307301299424518,165,167,186,0.08223214285714285,94,94,108,0.04994047619047619,212,215,236,0.867827380952381
734,VIDEO_7014030961486630149,131,119,104,0.2751190476190476,213,205,197,0.2929761904761905,43,44,39,0.4319047619047619
735,VIDEO_7001083090462346501,192,132,69,0.21914285714285714,173,198,214,0.52,39,33,36,0.26085714285714284
736,VIDEO_6994481888182144262,174,171,166,0.2925595238095238,102,101,93,0.36892857142857144,34,35,36,0.33851190476190474
737,VIDEO_6982843678305897734,175,168,138,0.23748626373626375,52,48,27,0.42840659340659343,115,111,79,0.3341071428571429
738,VIDEO_6972416280762649861,64,65,55,0.4715625,209,213,214,0.19401785714285713,110,114,95,0.3344196428571429
739,VIDEO_6963197595422346502,121,130,108,0.39107142857142857,58,59,50,0.3400892857142857,192,196,195,0.2688392857142857
740,VIDEO_6959192993014287622,185,182,182,0.42925,87,103,129,0.3845,46,45,58,0.18625
741,VIDEO_6952049416425590022,199,210,223,0.4861785714285714,52,61,79,0.03835714285714286,130,158,189,0.47546428571428573
742,VIDEO_6921227616347327749,220,224,223,0.5627678571428572,146,149,163,0.34226190476190477,63,68,75,0.0949702380952381
743,VIDEO_6919824999914245381,173,186,209,0.497,10,48,101,0.22764285714285715,29,82,147,0.27535714285714286
744,VIDEO_7597116010528902422,154,180,239,0.4157142857142857,100,100,124,0.30704081632653063,192,175,199,0.27724489795918367
745,VIDEO_7548437152137350422,119,112,109,0.3179910714285714,177,193,208,0.29830357142857145,42,44,48,0.38370535714285714
746,VIDEO_7545851939586723094,71,76,62,0.44653571428571426,74,127,191,0.24325,176,169,140,0.3102142857142857
747,VIDEO_7537717748512705814,148,180,226,0.20544642857142856,190,160,123,0.42023809523809524,85,80,77,0.37431547619047617
748,VIDEO_7530943991257386262,22,27,25,0.48791666666666667,161,178,175,0.2924404761904762,79,79,65,0.21964285714285714
749,VIDEO_7528439846218550550,94,64,48,0.22789285714285715,164,173,183,0.14725,1,1,1,0.6248571428571429
750,VIDEO_7524285666692271382,71,88,93,0.4806547619047619,20,20,18,0.37294642857142857,148,162,185,0.14639880952380951
751,VIDEO_7519058140860583190,1,1,0,0.6229464285714286,168,188,213,0.16901785714285714,65,78,72,0.2080357142857143
752,VIDEO_7515407893357759766,72,80,107,0.15714285714285714,0,1,1,0.7404017857142857,183,185,190,0.10245535714285714
753,VIDEO_7511669950990290198,0,0,0,0.6951071428571428,204,193,190,0.12642857142857142,66,64,61,0.17846428571428571
754,VIDEO_7496845046814166294,117,141,172,0.4131845238095238,199,213,228,0.2987202380952381,38,48,61,0.28809523809523807
755,VIDEO_7475687308797299990,194,194,194,0.46422619047619046,68,68,68,0.1775297619047619,156,156,156,0.3582440476190476
756,VIDEO_7470159373935856918,69,64,72,0.06017857142857143,215,220,229,0.2955357142857143,146,157,174,0.6442857142857142
757,VIDEO_7459403430122097942,77,121,176,0.45875,209,219,225,0.3726190476190476,40,46,57,0.16863095238095238
758,VIDEO_7458331354212666646,12,15,23,0.3765,201,200,204,0.3467142857142857,98,105,120,0.2767857142857143
759,VIDEO_7455305851092389142,211,211,211,0.4072142857142857,94,94,94,0.2701071428571429,158,158,158,0.3226785714285714
760,VIDEO_7451629003380755734,205,215,225,0.7965476190476191,65,20,46,0.07220238095238095,125,138,154,0.13125
761,VIDEO_7450432979526012182,150,166,186,0.261,204,217,229,0.39485714285714285,86,102,127,0.34414285714285714
762,VIDEO_7439731424854379809,30,29,33,0.25392857142857145,206,206,207,0.6570089285714286,131,124,114,0.0890625
763,VIDEO_7438288130567949601,31,30,54,0.8514285714285714,218,226,227,0.06988095238095238,133,130,103,0.07869047619047619
764,VIDEO_7434514141697625377,145,74,16,0.26625,236,179,130,0.26517857142857143,201,129,50,0.4685714285714286
765,VIDEO_7433411068988280097,105,135,198,0.4382440476190476,58,55,61,0.38107142857142856,190,160,132,0.18068452380952382
766,VIDEO_7414109220523511073,121,132,169,0.2331547619047619,206,214,236,0.565297619047619,41,40,71,0.20154761904761906
767,VIDEO_7410754655682153761,158,165,113,0.2667857142857143,139,167,219,0.3845982142857143,62,73,60,0.34861607142857143
768,VIDEO_7407843953539583265,15,12,11,0.4540625,173,193,200,0.2346875,114,97,90,0.31125
769,VIDEO_7400379104962284832,119,132,156,0.49477678571428574,68,58,59,0.3116517857142857,215,205,202,0.19357142857142856
770,VIDEO_7395950056001572128,82,93,35,0.31785714285714284,119,157,218,0.3815357142857143,163,173,87,0.30060714285714285
771,VIDEO_7393316600922885409,86,54,55,0.3765625,192,189,203,0.2970089285714286,174,114,101,0.3264285714285714
772,VIDEO_7372168611449900321,101,170,203,0.49056122448979594,21,36,42,0.285765306122449,223,235,241,0.2236734693877551
773,VIDEO_7358820174952172832,42,49,77,0.5185714285714286,191,199,214,0.20720238095238094,90,110,146,0.27422619047619046
774,VIDEO_7356608348030012704,3,3,3,0.6596071428571428,143,185,201,0.16592857142857143,73,89,81,0.1744642857142857
775,VIDEO_7354350552693656864,37,26,25,0.19273809523809524,190,205,232,0.40839285714285717,86,111,155,0.3988690476190476
776,VIDEO_7350310562586283297,4,6,7,0.18553571428571428,195,208,223,0.415625,54,90,128,0.39883928571428573
777,VIDEO_7343666836812123424,116,145,204,0.21205357142857142,206,216,236,0.48732142857142857,74,90,129,0.300625
778,VIDEO_7332509276432289057,69,89,105,0.38607142857142857,164,169,172,0.3472321428571429,102,119,135,0.26669642857142856
779,VIDEO_7325862287540096289,149,151,158,0.41435714285714287,47,53,67,0.25610714285714287,199,209,212,0.32953571428571427
780,VIDEO_7324725007391804705,213,216,240,0.5536011904761905,84,128,183,0.3204464285714286,17,29,45,0.12595238095238095
781,VIDEO_7309107806202842400,126,129,134,0.4459438775510204,196,201,210,0.3291071428571429,45,51,58,0.22494897959183674
782,VIDEO_7306559173217488160,177,185,203,0.46525,114,120,136,0.32135714285714284,44,45,55,0.21339285714285713
783,VIDEO_7261996739446590753,106,111,114,0.35364285714285715,30,30,33,0.21232142857142858,171,172,167,0.4340357142857143
784,VIDEO_7260814503728696602,41,42,44,0.2917142857142857,187,192,201,0.42410714285714285,115,119,114,0.28417857142857145
785,VIDEO_7254588789559938330,56,58,68,0.32757142857142857,102,114,133,0.3386071428571429,169,175,180,0.33382142857142855
786,VIDEO_7606001119243881750,56,81,107,0.16691964285714286,166,190,216,0.37892857142857145,70,151,192,0.4541517857142857
787,VIDEO_7604886753471761686,162,176,193,0.5851785714285714,45,49,53,0.14541666666666667,204,217,228,0.2694047619047619
788,VIDEO_7601164093910715670,97,142,205,0.2782142857142857,171,201,234,0.056428571428571425,61,107,171,0.6653571428571429
789,VIDEO_7587442936376233238,193,200,215,0.5833928571428572,39,60,115,0.29794642857142856,82,126,190,0.11866071428571429
790,VIDEO_7578256886286322966,44,50,64,0.2576785714285714,204,212,221,0.32953571428571427,82,124,161,0.4127857142857143
791,VIDEO_7566676756199951638,64,109,176,0.7506547619047619,220,226,233,0.1125595238095238,49,39,43,0.1367857142857143
792,VIDEO_7560707094018542870,179,186,194,0.42091836734693877,93,126,158,0.3004081632653061,49,90,127,0.2786734693877551
793,VIDEO_7545046455229205782,199,202,198,0.3888095238095238,42,38,35,0.251547619047619,118,123,129,0.35964285714285715
794,VIDEO_7529427220335496450,208,188,168,0.36111607142857144,143,132,99,0.44924107142857145,58,48,61,0.18964285714285714
795,VIDEO_7516624091097337110,60,62,61,0.3934285714285714,163,180,165,0.42114285714285715,218,28,16,0.18542857142857141
796,VIDEO_7504627479449963798,46,60,84,0.38223214285714285,169,194,223,0.3628571428571429,138,114,67,0.25491071428571427
797,VIDEO_7494230009050139926,178,188,208,0.5555357142857142,45,43,50,0.26785714285714285,110,110,121,0.17660714285714285
798,VIDEO_7491322585624349974,42,57,90,0.3153214285714286,220,218,219,0.3475357142857143,102,129,161,0.33714285714285713
799,VIDEO_7486129539827928342,184,195,215,0.6617559523809524,61,94,146,0.2679166666666667,22,32,53,0.07032738095238095
800,VIDEO_7485773090555956503,197,207,224,0.8028571428571428,59,76,95,0.0675,142,154,171,0.12964285714285714
801,VIDEO_7484928854029634838,13,69,130,0.28714285714285714,212,224,236,0.4582738095238095,33,94,165,0.25458333333333333
802,VIDEO_7481596789448117526,182,182,180,0.7367142857142858,138,140,144,0.1380357142857143,58,67,79,0.12525
803,VIDEO_7478735064881237270,181,183,186,0.3461989795918367,33,32,45,0.24607142857142858,97,111,133,0.4077295918367347
804,VIDEO_7348766265927814432,123,9,149,0.3701785714285714,40,0,79,0.5791785714285714,218,187,231,0.05064285714285714
805,VIDEO_7346541062267079968,39,44,63,0.20417857142857143,185,192,210,0.37935714285714284,112,127,160,0.41646428571428573
806,VIDEO_7343923844316548384,70,101,150,0.20800595238095237,186,190,206,0.6513095238095238,27,47,85,0.14068452380952381
807,VIDEO_7303884823578397984,116,94,98,0.2694047619047619,185,170,164,0.4708333333333333,21,22,34,0.25976190476190475
808,VIDEO_7291237498506743072,147,121,56,0.42836309523809524,186,171,162,0.2529166666666667,70,56,33,0.3187202380952381
809,VIDEO_7263733416292617505,86,114,157,0.3418452380952381,134,164,200,0.41729166666666667,58,64,49,0.24086309523809524
810,VIDEO_7256464845132827931,94,116,129,0.35484375,182,188,194,0.2585491071428571,63,35,34,0.38660714285714287
811,VIDEO_7219294434465238298,27,8,74,0.5178698979591837,221,185,236,0.031122448979591835,60,16,148,0.4510076530612245
812,VIDEO_7217888414631283995,116,100,116,0.2794464285714286,39,36,63,0.5351964285714286,204,197,204,0.18535714285714286
813,VIDEO_7215515219164990746,139,136,166,0.40825255102040814,78,79,107,0.20058673469387756,186,170,192,0.3911607142857143
814,VIDEO_7212344637523283205,92,20,124,0.44571428571428573,32,4,43,0.5304120879120879,218,184,230,0.023873626373626375
815,VIDEO_7211165738957163782,216,212,175,0.26157142857142857,42,46,57,0.2315,98,134,182,0.5069285714285714
816,VIDEO_7207862806899592453,212,213,218,0.23717261904761905,66,71,80,0.3757440476190476,137,140,149,0.38708333333333333
817,VIDEO_7206682386531110149,56,66,87,0.21800595238095238,124,132,146,0.4266964285714286,193,198,207,0.35529761904761903
818,VIDEO_7206680972555750661,8,5,13,0.6527380952380952,198,192,191,0.08113095238095239,67,61,73,0.26613095238095236
819,VIDEO_7040810874281479430,124,147,180,0.32068452380952384,199,210,227,0.6104761904761905,70,80,108,0.06883928571428571
820,VIDEO_7039252769894616326,29,33,43,0.046892857142857146,138,142,161,0.3542142857142857,200,197,216,0.5988928571428571
821,VIDEO_7039005707844308229,25,28,39,0.48279761904761903,203,212,225,0.23666666666666666,99,110,138,0.2805357142857143
822,VIDEO_7038707297396198661,56,67,69,0.3293269230769231,196,211,225,0.19603021978021978,109,139,166,0.47464285714285714
823,VIDEO_7036326405155638533,103,135,171,0.5487087912087912,182,198,213,0.2452335164835165,46,58,80,0.2060576923076923
824,VIDEO_7033466696245497093,35,25,35,0.04904761904761905,190,202,220,0.8713690476190477,119,115,124,0.07958333333333334
825,VIDEO_7026774067223055621,148,161,187,0.35101190476190475,21,27,42,0.3137202380952381,75,85,106,0.3352678571428571
826,VIDEO_7022596866374192390,178,185,210,0.33200892857142855,27,104,158,0.29098214285714286,69,142,192,0.3770089285714286
827,VIDEO_7007863408129215749,174,188,206,0.30985714285714283,128,114,116,0.3204642857142857,46,46,61,0.3696785714285714
828,VIDEO_7004414493086240006,181,183,198,0.47236607142857145,59,59,69,0.0378125,209,210,222,0.4898214285714286
829,VIDEO_6821547365887905030,114,138,156,0.3104166666666667,166,186,205,0.6378869047619048,44,46,39,0.051696428571428574
830,VIDEO_6814175723704683782,197,205,216,0.3339285714285714,62,69,62,0.33285714285714285,120,141,155,0.33321428571428574
831,VIDEO_7584519298459176214,93,93,108,0.37238095238095237,36,26,27,0.49470238095238095,203,181,158,0.13291666666666666
832,VIDEO_7579293926796922134,109,95,122,0.4170833333333333,42,35,56,0.2717857142857143,197,148,135,0.3111309523809524
833,VIDEO_7540185950714875158,43,43,55,0.43488095238095237,108,121,158,0.4582738095238095,204,213,219,0.10684523809523809
834,VIDEO_7533680078866238742,77,113,164,0.2936989795918367,87,80,49,0.4113775510204082,170,174,157,0.2949234693877551
835,VIDEO_7529820615637847318,94,102,76,0.3705952380952381,177,172,144,0.3330654761904762,32,35,24,0.2963392857142857
836,VIDEO_7517676181366295830,53,56,66,0.3703214285714286,235,237,234,0.281,150,150,139,0.34867857142857145
837,VIDEO_7490984274049469718,188,198,209,0.3351339285714286,49,77,111,0.3298214285714286,158,168,180,0.33504464285714286
838,VIDEO_7490119511731965206,192,200,204,0.4881547619047619,49,69,93,0.2966666666666667,84,115,148,0.21517857142857144
839,VIDEO_7481977420220779798,214,206,192,0.276875,72,56,47,0.20616071428571428,102,152,167,0.5169642857142858
840,VIDEO_7479081271746989334,171,189,174,0.4564642857142857,39,45,58,0.26103571428571426,94,124,135,0.2825
841,VIDEO_7478417820376812822,39,52,78,0.3627232142857143,191,189,190,0.29330357142857144,78,114,160,0.3439732142857143
842,VIDEO_7475816575975623958,146,155,170,0.5380357142857143,69,75,83,0.16360119047619048,187,200,216,0.29836309523809523
843,VIDEO_7471349532496842006,42,52,71,0.09178571428571429,194,212,224,0.3585267857142857,107,143,181,0.5496875
844,VIDEO_7471348371962334486,194,187,185,0.4768452380952381,61,109,170,0.2575595238095238,62,54,37,0.2655952380952381
845,VIDEO_7470212560399109398,154,157,175,0.3389285714285714,37,51,84,0.3251428571428571,73,94,129,0.3359285714285714
846,VIDEO_7468313844230704406,42,42,55,0.3196428571428571,191,202,212,0.21875,115,123,141,0.4616071428571429
847,VIDEO_7438966885879696662,48,47,51,0.33098214285714284,190,201,213,0.4133482142857143,107,110,117,0.25566964285714283
848,VIDEO_7418133778406657313,64,43,57,0.2322142857142857,106,132,165,0.5954642857142857,181,169,189,0.17232142857142857
849,VIDEO_7415589341981986080,53,53,48,0.22235119047619048,204,210,216,0.4251785714285714,77,118,165,0.3524702380952381
850,VIDEO_7415541670361500961,162,167,175,0.4148809523809524,112,117,133,0.44744047619047617,44,37,46,0.13767857142857143
851,VIDEO_7414059508630031648,165,186,216,0.5300892857142857,53,33,37,0.2863988095238095,109,125,155,0.18351190476190476
852,VIDEO_7413699830469397793,190,199,209,0.34023809523809523,71,73,74,0.24482142857142858,135,141,149,0.4149404761904762
853,VIDEO_7413269884840267040,48,48,53,0.11,199,211,231,0.32229166666666664,101,128,178,0.5677083333333334
854,VIDEO_7412939421089090849,104,145,190,0.4467261904761905,68,104,152,0.34125,177,192,215,0.21202380952380953
855,VIDEO_7410359060681297184,175,196,204,0.2508035714285714,41,42,44,0.24333333333333335,80,123,166,0.5058630952380953
856,VIDEO_7400784701633416481,166,200,227,0.44689285714285715,29,43,43,0.29346428571428573,103,131,161,0.2596428571428571
857,VIDEO_7379167807679761697,196,179,181,0.3383035714285714,68,69,60,0.28419642857142857,129,126,116,0.3775
858,VIDEO_7353226118662589728,70,76,92,0.12845238095238096,144,151,169,0.45553571428571427,193,202,219,0.41601190476190475
859,VIDEO_7344802060019256609,91,110,139,0.4315178571428571,31,31,36,0.11607142857142858,189,188,185,0.4524107142857143
860,VIDEO_7326857703958105376,118,126,157,0.24931122448979592,13,12,19,0.27308673469387756,65,70,94,0.4776020408163265
861,VIDEO_7324421973612825889,108,98,95,0.30738095238095237,175,162,150,0.36354166666666665,59,50,45,0.3290773809523809
862,VIDEO_7315824288173493536,118,129,149,0.4421428571428571,190,198,205,0.46950892857142856,51,15,31,0.08834821428571428
863,VIDEO_7296417264591441185,178,188,197,0.4390178571428571,62,48,49,0.3266071428571429,244,248,249,0.234375
864,VIDEO_7296124478130572577,125,121,125,0.18585714285714286,197,210,232,0.5269642857142857,45,43,46,0.28717857142857145
865,VIDEO_7296075013734616353,199,208,224,0.24272321428571428,26,23,29,0.41660714285714284,85,105,138,0.34066964285714285
866,VIDEO_7295785443528920352,140,178,227,0.42541666666666667,39,66,110,0.19101190476190477,81,122,181,0.38357142857142856
867,VIDEO_7294200756586958113,190,211,237,0.29974025974025975,22,26,36,0.1725487012987013,87,116,167,0.527711038961039
868,VIDEO_7288261263757446433,83,120,148,0.5043154761904762,46,52,55,0.20401785714285714,198,198,196,0.2916666666666667
869,VIDEO_7278716528839626016,87,114,157,0.3445982142857143,204,205,218,0.39852678571428574,38,45,64,0.256875
870,VIDEO_7255981234374069530,182,190,197,0.2729761904761905,86,89,59,0.35369047619047617,82,124,189,0.37333333333333335
871,VIDEO_7246825881904139546,187,198,217,0.28432142857142856,58,59,35,0.2531785714285714,159,138,110,0.4625
872,VIDEO_7238904736253054234,153,158,146,0.48392857142857143,30,39,27,0.18553571428571428,104,115,83,0.33053571428571427
873,VIDEO_7219646733901450502,46,57,81,0.273125,115,136,168,0.3915625,180,191,209,0.3353125
874,VIDEO_7214862934139260166,135,121,122,0.3351530612244898,201,206,215,0.3902551020408163,60,45,47,0.2745918367346939
875,VIDEO_7214113271018753285,71,121,159,0.18523809523809523,52,46,51,0.3530952380952381,174,186,194,0.46166666666666667
876,VIDEO_7213795540574735621,50,35,42,0.2780357142857143,194,184,163,0.2604642857142857,80,108,153,0.4615
877,VIDEO_7210834532591963398,48,76,118,0.3286071428571429,194,201,212,0.27725,123,138,163,0.39414285714285713
878,VIDEO_7208933349933452550,152,163,180,0.7137857142857142,42,34,32,0.1447857142857143,104,89,78,0.14142857142857143
879,VIDEO_7208551637869268230,147,147,147,0.43638392857142855,214,218,224,0.24571428571428572,71,73,86,0.31790178571428573
880,VIDEO_7203684040606633222,47,61,85,0.26202380952380955,187,192,204,0.4692857142857143,127,135,150,0.2686904761904762
881,VIDEO_7183332234605268250,132,141,155,0.4525,190,196,203,0.36583333333333334,79,87,103,0.18166666666666667
882,VIDEO_7175881254233967878,145,184,232,0.38370535714285714,26,25,34,0.0921875,93,140,207,0.5241071428571429
883,VIDEO_7171408287785782533,202,204,214,0.34214285714285714,48,55,76,0.23361607142857144,119,138,172,0.4242410714285714
884,VIDEO_7168426884852747526,155,177,212,0.5392559523809524,48,54,65,0.20238095238095238,107,129,160,0.25836309523809525
885,VIDEO_7158057918431120645,79,88,109,0.24558035714285714,179,187,198,0.4735267857142857,3,3,4,0.28089285714285717
886,VIDEO_7146624079615790341,33,28,38,0.23611607142857144,61,97,153,0.5955803571428572,199,204,211,0.16830357142857144
887,VIDEO_7123931386964184326,121,121,83,0.3798214285714286,23,31,20,0.3453826530612245,201,187,163,0.27479591836734696
888,VIDEO_7120944943270530309,192,67,52,0.27458333333333335,99,136,171,0.38863095238095235,67,62,49,0.3367857142857143
889,VIDEO_7116158724288400645,131,116,78,0.5570238095238095,182,188,194,0.26839285714285716,28,33,19,0.17458333333333334
890,VIDEO_7081711774084484358,137,144,151,0.3623928571428571,189,201,215,0.4599642857142857,79,74,81,0.17764285714285713
891,VIDEO_7079095510904229126,103,122,145,0.36778571428571427,185,193,203,0.35260714285714284,50,51,61,0.27960714285714283
892,VIDEO_7073916316566031622,176,185,203,0.3809438775510204,73,113,170,0.28198979591836737,29,64,116,0.33706632653061225
893,VIDEO_7065372841423801605,178,203,216,0.4102579365079365,45,57,59,0.23668650793650794,136,159,172,0.35305555555555557
894,VIDEO_7064507087086161157,214,209,201,0.36528061224489794,37,70,120,0.5053061224489795,147,146,148,0.12941326530612246
895,VIDEO_7060539961459641605,102,132,170,0.33558035714285717,193,198,199,0.24790178571428573,52,74,107,0.41651785714285716
896,VIDEO_7050043192732912901,104,144,207,0.72375,15,29,59,0.044566326530612245,59,104,172,0.23168367346938776
897,VIDEO_7042694987141745926,159,176,207,0.39171428571428574,220,235,251,0.36389285714285713,79,92,115,0.24439285714285713
898,VIDEO_7012661937477537030,71,89,134,0.4400595238095238,206,211,233,0.4403869047619048,37,36,55,0.11955357142857143
899,VIDEO_6994839726846971142,10,10,12,0.2747857142857143,172,188,200,0.3068214285714286,100,104,100,0.4183928571428571
900,VIDEO_6979673025503366405,138,148,164,0.44023809523809526,51,61,70,0.23595238095238094,185,189,197,0.3238095238095238
901,VIDEO_6963263758630194437,75,155,189,0.19389285714285714,80,73,53,0.4734285714285714,184,180,167,0.33267857142857143
902,VIDEO_6958424996964355334,171,169,185,0.18691558441558442,32,38,48,0.18568181818181817,224,220,232,0.6274025974025974
903,VIDEO_6922868220890254597,61,37,26,0.36728316326530613,135,114,93,0.4275,212,188,163,0.20521683673469387
904,VIDEO_6899015791086210306,205,203,206,0.2794642857142857,18,17,24,0.4483035714285714,114,126,155,0.27223214285714287
905,VIDEO_6896055761982639362,166,156,145,0.30413690476190475,38,36,42,0.28886904761904764,212,206,198,0.4069940476190476
906,VIDEO_6895747396404284674,64,54,50,0.2481377551020408,193,184,175,0.27908163265306124,159,108,71,0.472780612244898
907,VIDEO_6895292772857826562,206,203,195,0.44114795918367344,45,34,33,0.3082780612244898,147,115,89,0.25057397959183675
908,VIDEO_6887883845954178305,163,128,106,0.2894047619047619,231,221,218,0.3602579365079365,59,48,53,0.3503373015873016
909,VIDEO_6883876793380572417,7,11,17,0.2625974025974026,194,201,211,0.39673701298701297,78,99,127,0.3406655844155844
910,VIDEO_6883389583271185666,64,98,122,0.41,208,204,203,0.21357142857142858,114,150,171,0.37642857142857145
911,VIDEO_6876369843591941377,149,153,162,0.25839285714285715,208,215,227,0.5158928571428572,63,57,59,0.2257142857142857
912,VIDEO_6869621825035357441,160,168,181,0.42539285714285713,67,83,106,0.26203571428571426,191,200,211,0.31257142857142856
913,VIDEO_6864806467329903878,56,63,46,0.25892857142857145,194,193,121,0.37455357142857143,125,128,95,0.3665178571428571
914,VIDEO_6834056379355991301,128,116,92,0.5261785714285714,46,54,42,0.3276428571428571,172,169,156,0.14617857142857144
915,VIDEO_6798648871401819398,2,2,3,0.7128869047619047,192,196,201,0.16392857142857142,118,116,118,0.12318452380952381
916,VIDEO_6798641094109269253,78,95,127,0.5199489795918367,29,28,31,0.10676020408163266,190,192,199,0.3732908163265306
917,VIDEO_7551820830615899414,117,132,154,0.3960204081632653,192,195,210,0.40558673469387757,54,59,62,0.19839285714285715
918,VIDEO_7330293520395275553,169,179,196,0.5613690476190476,122,131,149,0.42160714285714285,21,23,40,0.017023809523809524
919,VIDEO_7323224822169750816,146,120,122,0.4425,175,178,196,0.30101190476190476,64,51,55,0.25648809523809524
920,VIDEO_7309113734360780064,208,205,205,0.487,101,105,123,0.34185714285714286,30,29,41,0.17114285714285715
921,VIDEO_7307663369090207009,213,157,81,0.38,128,94,62,0.27485714285714286,66,43,35,0.34514285714285714
922,VIDEO_7306870694137187616,150,164,186,0.2170982142857143,44,43,51,0.10174107142857143,172,185,208,0.6811607142857142
923,VIDEO_7306460792310877472,181,168,145,0.2819642857142857,58,49,43,0.2945238095238095,117,106,90,0.42351190476190476
924,VIDEO_7305781724238105889,86,112,155,0.41628571428571426,165,181,202,0.2115,47,49,73,0.3722142857142857
925,VIDEO_7299777182828645664,68,87,118,0.1718452380952381,157,167,185,0.4442261904761905,114,130,152,0.38392857142857145
926,VIDEO_7297256040544931105,171,177,198,0.4014285714285714,196,202,226,0.48860714285714285,154,158,178,0.10996428571428571
927,VIDEO_7279078872455384352,147,139,134,0.39566964285714284,38,52,52,0.17482142857142857,209,206,207,0.4295089285714286
928,VIDEO_7272402191233584417,191,196,209,0.4926785714285714,58,61,46,0.3261607142857143,125,122,118,0.18116071428571429
929,VIDEO_7265677943228075296,29,95,115,0.3761904761904762,130,179,224,0.37976190476190474,156,124,124,0.24404761904761904
930,VIDEO_7265242959048723745,49,122,204,0.3742857142857143,61,63,66,0.39346938775510204,175,180,185,0.23224489795918368
